  -7.7480400e+01   1.6593580e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   0.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.7293000e+01   1.6593980e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.7134400e+01   1.6581850e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   2.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.7002800e+01   1.6579350e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   3.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.6854000e+01   1.6603330e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   4.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.6718100e+01   1.6613480e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   5.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.6597900e+01   1.6621360e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   6.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.6488400e+01   1.6641590e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   7.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.6363000e+01   1.6695360e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   9.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.6247700e+01   1.6673470e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.0000000e+01   2.7000000e+01   4.1000000e+01
  -7.6153600e+01   1.6662670e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.1000000e+01   2.7000000e+01   4.1000000e+01
  -7.6074900e+01   1.6681070e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.2000000e+01   2.7000000e+01   4.1000000e+01
  -7.5776300e+01   1.6690380e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.5000000e+01   2.7000000e+01   4.1000000e+01
  -7.5646800e+01   1.6692280e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.6000000e+01   2.7000000e+01   4.1000000e+01
  -7.5527900e+01   1.6702840e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.7000000e+01   2.7000000e+01   4.1000000e+01
  -7.5383700e+01   1.6678970e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   1.8000000e+01   2.7000000e+01   4.1000000e+01
  -7.4998400e+01   1.6604000e+02   2.0030000e+03   2.0000000e+00   2.5000000e+01   2.2000000e+01   2.7000000e+01   4.1000000e+01
  -7.5155500e+01   1.6984770e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   8.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.5148800e+01   1.7081060e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   1.0000000e+01   2.7000000e+01   4.1000000e+01
  -7.4611800e+01   1.7418240e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   1.8000000e+01   2.7000000e+01   4.1000000e+01
  -7.4527000e+01   1.7455340e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   1.9000000e+01   2.7000000e+01   4.1000000e+01
  -7.4501500e+01   1.7475860e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   2.0000000e+01   2.7000000e+01   4.1000000e+01
  -7.4411800e+01   1.7483740e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   2.1000000e+01   2.7000000e+01   4.1000000e+01
  -7.4249700e+01   1.7497050e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   2.2000000e+01   2.7000000e+01   4.1000000e+01
  -7.4081100e+01   1.7509890e+02   2.0030000e+03   2.0000000e+00   2.6000000e+01   2.3000000e+01   2.7000000e+01   4.1000000e+01
  -7.4001200e+01   1.7516490e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   0.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.3931900e+01   1.7517920e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   1.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.3770100e+01   1.7523310e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   2.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.3512300e+01   1.7520140e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   4.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.3492100e+01   1.7516300e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   5.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.3005600e+01   1.7501560e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   1.0000000e+01   2.7000000e+01   4.1000000e+01
  -7.2921200e+01   1.7445280e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   1.3000000e+01   2.7000000e+01   4.1000000e+01
  -7.2907100e+01   1.7442230e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   1.4000000e+01   2.7000000e+01   4.1000000e+01
  -7.2826700e+01   1.7386890e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   1.7000000e+01   2.7000000e+01   4.1000000e+01
  -7.2804200e+01   1.7380240e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   1.8000000e+01   2.7000000e+01   4.1000000e+01
  -7.2743100e+01   1.7328270e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   2.0000000e+01   2.7000000e+01   4.1000000e+01
  -7.2661100e+01   1.7269290e+02   2.0030000e+03   2.0000000e+00   2.7000000e+01   2.3000000e+01   2.7000000e+01   4.1000000e+01
  -7.2591500e+01   1.7221190e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.2572800e+01   1.7208950e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   2.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.2501400e+01   1.7155890e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   4.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.2502100e+01   1.7253480e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   8.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.2502900e+01   1.7258630e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   9.0000000e+00   2.7000000e+01   4.1000000e+01
  -7.2343600e+01   1.7282470e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.2000000e+01   2.7000000e+01   4.1000000e+01
  -7.2339000e+01   1.7285490e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.3000000e+01   2.7000000e+01   4.1000000e+01
  -7.2193900e+01   1.7305390e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.5000000e+01   2.7000000e+01   4.1000000e+01
  -7.2168200e+01   1.7308720e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.6000000e+01   2.7000000e+01   4.1000000e+01
  -7.2097400e+01   1.7318200e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.7000000e+01   2.7000000e+01   4.1000000e+01
  -7.2012500e+01   1.7328360e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.8000000e+01   2.7000000e+01   4.1000000e+01
  -7.1998500e+01   1.7330090e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   1.9000000e+01   2.7000000e+01   4.1000000e+01
  -7.1839800e+01   1.7353000e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   2.1000000e+01   2.7000000e+01   4.1000000e+01
  -7.1835200e+01   1.7354030e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   2.2000000e+01   3.2000000e+01   4.4000000e+01
  -7.1801400e+01   1.7359330e+02   2.0030000e+03   2.0000000e+00   2.8000000e+01   2.3000000e+01   3.0000000e+01   1.5000000e+01
  -7.1714500e+01   1.7370500e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   0.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1669300e+01   1.7376230e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1668200e+01   1.7376330e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1607900e+01   1.7385650e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   3.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1511600e+01   1.7398570e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   4.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1500000e+01   1.7400120e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   5.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1507800e+01   1.7401070e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   6.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1753700e+01   1.7411550e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   8.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1878400e+01   1.7414660e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   9.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.1986800e+01   1.7410280e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.0000000e+01   3.0000000e+01   1.5000000e+01
  -7.2141400e+01   1.7376290e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.2000000e+01   3.0000000e+01   1.5000000e+01
  -7.2136700e+01   1.7348430e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.3000000e+01   3.0000000e+01   1.5000000e+01
  -7.2069300e+01   1.7361950e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.5000000e+01   3.0000000e+01   1.5000000e+01
  -7.2066000e+01   1.7365190e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.6000000e+01   3.0000000e+01   1.5000000e+01
  -7.2062700e+01   1.7360810e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.7000000e+01   3.0000000e+01   1.5000000e+01
  -7.2064200e+01   1.7362770e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.8000000e+01   3.0000000e+01   1.5000000e+01
  -7.2063900e+01   1.7363290e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   1.9000000e+01   3.0000000e+01   1.5000000e+01
  -7.2131500e+01   1.7358380e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   2.1000000e+01   3.0000000e+01   1.5000000e+01
  -7.2127200e+01   1.7359640e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   2.2000000e+01   3.0000000e+01   1.5000000e+01
  -7.2123500e+01   1.7358270e+02   2.0030000e+03   3.0000000e+00   1.0000000e+00   2.3000000e+01   3.0000000e+01   1.5000000e+01
  -7.2125700e+01   1.7358050e+02   2.0030000e+03   3.0000000e+00   2.0000000e+00   0.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.2170400e+01   1.7299650e+02   2.0030000e+03   3.0000000e+00   2.0000000e+00   5.0000000e+00   3.0000000e+01   1.5000000e+01
  -7.2135400e+01   1.7296400e+02   2.0030000e+03   3.0000000e+00   2.0000000e+00   7.0000000e+00   3.0000000e+01   1.5000000e+01
